,﻿
陝,shǎn
陞,shēng
陠,pū
陣,zhèn
陥,xiàn
陦,dǎo
陫,fèi
陭,yì
陮,duì
陯,lún
陰,yīn
陱,jū
陳,chén
陸,lù
陹,shēng
険,xiǎn
陻,yīn
陼,zhǔ
陽,yáng
陾,réng
陿,xiá
隀,chóng
隁,yàn
隂,yīn
隃,shù
隄,dī
隇,wēi
隉,niè
隊,duì
辍,chuò
辎,zī
辏,còu
辘,lù
辚,lín
軎,wèi
戋,jiān
戗,qiāng
戛,jiá
戟,jǐ
戢,jí
戡,kān
戥,děng
戤,gài
戬,jiǎn
臧,zāng
瓯,ōu
瓴,líng
瓿,bù
甏,bèng
甑,zèng
甓,pì
攴,pū
旮,gā
旯,lá
旰,gàn
昊,hào
昙,tán
杲,gǎo
昃,zè
昕,xīn
昀,yún
炅,jiǒng
曷,hé
昝,zǎn
昴,mǎo
昱,yù
昶,chǎng
昵,nì
耆,qí
晟,chéng
晔,yè
晁,cháo
晏,yàn
晖,huī
晡,bū
晗,hán
晷,guǐ
暄,xuān
暌,kuí
暧,ài
暝,míng
暾,tūn
曛,xūn
曜,yào
曦,xī
曩,nǎng
贲,bēn
贳,shì
贶,kuàng
贻,yí
贽,zhì
赀,zī
赅,gāi
赆,jìn
赈,zhèn
赉,lài
赇,qiú
赍,jī
赕,dǎn
赙,fù
觇,chān
觊,jì
觋,xí
觌,dí
觎,yú
觏,gòu
觐,jìn
觑,qù
牮,jiàn
犟,jiàng
牝,pìn
牦,máo
牯,gǔ
牾,wǔ
牿,gù
犄,jī
犋,jù
犍,jiān
犏,piān
犒,kào
挈,qiè
挲,sā
掰,bāi
隌,ǎn
階,jiē
隑,gài
隒,yǎn
隓,huī
隕,yǔn
隖,wù
隚,táng
際,jì
隝,dǎo
隞,áo
隟,xì
隠,yǐn
隡,sà
隢,rǎo
隣,lín
隤,tuí
隥,dèng
隦,jiǎo
隨,suí
隩,ào
險,xiǎn
隫,fén
隬,nǐ
隭,ér
隮,jī
隯,dǎo
隱,yǐn
隲,zhì
隴,lǒng
隵,xī
隷,lì
隸,lì
隺,hú
隻,zhī
隿,yì
雂,qín
雃,qiān
雈,huán
雊,gòu
雋,juàn
雐,hū
雑,zá
雓,yú
雔,chóu
雖,suī
雗,hàn
雘,wò
雙,shuāng
雚,guàn
雛,chú
雜,zá
雝,yōng
雞,jī
雟,xī
雡,liù
離,lí
難,nán
雤,xué
雥,zá
雦,jí
雧,jí
雫,nǎ
雬,fǒu
雭,sè
雮,mù
雰,fēn
雱,pāng
雲,yún
雴,chì
雵,yāng
雸,án
雺,wù
電,diàn
雼,dàng
雽,hù
雿,diào
霂,mù
霃,chén
霅,zhà
霊,líng
霋,qī
霌,zhōu
霐,hóng
霑,zhān
霒,yīn
霔,zhù
霕,tún
霗,líng
霘,dòng
霙,yīng
霚,wù
霛,líng
霝,líng
霟,hóng
霠,yīn
搿,gé
擘,bāi
耄,mào
毪,mú
毳,cuì
毽,jiàn
毵,sān
毹,shū
氅,chǎng
氇,lu
氆,pǔ
氍,qú
氕,piē
氘,dāo
氙,xiān
氚,chuān
氡,dōng
氩,yà
氤,yīn
氪,kè
氲,yūn
攵,pū
敕,chì
敫,jiǎo
牍,dú
牒,dié
牖,yǒu
爰,yuán
虢,guó
刖,yuè
肟,wò
肜,róng
肓,huāng
肼,jǐng
朊,ruǎn
肽,tài
肱,gōng
肫,zhūn
肭,nà
肴,yáo
肷,qiǎn
胧,lóng
胨,dòng
胩,kǎ
胪,lú
胛,jiǎ
胂,shèn
胄,zhòu
胙,zuò
胍,guā
胗,zhēn
朐,qú
胝,zhī
胫,jìng
胱,guāng
胴,dòng
胭,yān
脍,kuài
脎,sà
胲,hǎi
胼,pián
朕,zhèn
脒,mǐ
豚,tún
脶,luó
脞,cuǒ
脬,pāo
脘,wǎn
脲,niào
腈,jīng
腌,yān
腓,féi
腴,yú
腙,zōng
腚,dìng
腱,jiàn
腠,còu
腩,nǎn
腼,miǎn
腽,wà
腭,è
腧,shù
塍,chéng
媵,yìng
膈,gé
膂,lǚ
膑,bìn
滕,téng
膣,zhì
膪,chuài
臌,gǔ
朦,méng
臊,sāo
膻,shān
霡,mài
霢,mài
霣,yǔn
霤,liù
霥,mèng
霦,bīn
霧,wù
霨,wèi
霩,kuò
霫,xí
霬,yì
霮,dàn
霯,tèng
霱,yù
霳,lóng
霴,dài
霵,jí
霶,pāng
霷,yáng
霺,wéi
霻,fēng
霼,xì
霽,jì
霿,méng
靀,méng
靁,léi
靂,lì
靃,huò
靄,ǎi
靅,fèi
靆,dài
靇,lóng
靈,líng
靉,ài
靊,fēng
靋,lì
靌,bǎo
靍,hè
靎,hè
靏,hè
靐,bìng
靑,qīng
靔,tiān
靕,zhēn
靗,chēng
靘,qìng
靚,jìng
靜,jìng
靝,tiān
靟,fēi
靣,miàn
靤,bào
靦,tiǎn
靧,huì
靨,yè
靪,dīng
靫,chá
靬,qián
靭,rèn
靮,dí
靯,dù
靰,wù
靱,rèn
靲,qín
靵,niǔ
靷,yǐn
靸,sǎ
靹,nà
靺,mò
靻,zǔ
靽,bàn
靾,yì
靿,yào
鞀,táo
鞁,bèi
鞂,jiē
鞃,hóng
鞄,páo
鞆,bǐng
鞇,yīn
鞈,gé
鞉,táo
鞊,jié
鞌,ān
鞎,hén
鞏,gǒng
鞐,qiǎ
鞓,tīng
鞕,yìng
鞖,suī
鞗,tiáo
鞙,xuàn
鞚,kòng
鞛,běng
鞜,tà
鞝,shàng
臁,lián
膦,lìn
欤,yú
欷,xī
欹,yī
歃,shà
歆,xīn
歙,shè
飑,biāo
飒,sà
飓,jù
飕,sōu
飙,biāo
飚,biāo
殳,shū
彀,gòu
毂,gǔ
觳,hú
斐,fěi
齑,jī
斓,lán
於,yú
旆,pèi
旄,máo
旃,zhān
旌,jīng
旎,nǐ
旒,liú
旖,yǐ
炀,yáng
炜,wěi
炖,dùn
炝,qiàng
炻,shí
烀,hū
炷,zhù
炫,xuàn
炱,tái
烨,yè
烊,yáng
焐,wù
焓,hán
焖,mèn
焯,chāo
焱,yàn
煳,hú
煜,yù
煨,wēi
煅,duàn
煲,bāo
煊,xuān
煸,biān
煺,tuì
熘,liū
熳,màn
熵,shāng
熨,yùn
熠,yì
燠,yù
燔,fán
燧,suì
燹,xiǎn
爝,jué
爨,cuàn
灬,biāo
焘,dào
煦,xù
熹,xī
戾,lì
戽,hù
扃,jiōng
扈,hù
扉,fēi
礻,shì
祀,sì
祆,xiān
祉,zhǐ
祛,qū
祜,hù
祓,fú
祚,zuò
祢,mí
祗,zhī
祠,cí
祯,zhēn
祧,tiāo
祺,qí
禅,chán
禊,xì
禚,zhuó
禧,xǐ
禳,ráng
忑,tè
忐,tǎn
鞞,bǐng
鞟,kuò
鞡,la
鞢,xiè
鞤,bāng
鞥,ēng
鞦,qiū
鞧,qiū
鞨,hé
鞩,qiào
鞪,mù
鞬,jiān
鞮,dī
鞰,wēn
鞱,tāo
鞳,tà
鞵,xié
鞶,pán
鞷,gé
鞸,bì
鞹,kuò
鞺,tāng
鞻,lóu
鞼,guì
鞽,qiáo
鞾,xuē
鞿,jī
韀,jiān
韁,jiāng
韂,chàn
韃,dá
韄,hù
韅,xiǎn
韆,qiān
韇,dú
韈,wà
韉,jiān
韊,lán
韋,wéi
韌,rèn
韍,fú
韎,mèi
韏,quàn
韐,gé
韑,wěi
韒,qiào
韓,hán
韔,chàng
韕,kuò
韖,rǒu
韗,yùn
韘,shè
韙,wěi
韚,gé
韛,bài
韜,tāo
韝,gōu
韞,yùn
韟,gāo
韠,bì
韡,wěi
韢,suì
韣,dú
韤,wà
韥,dú
韨,fú
韮,jiǔ
韯,xiān
韰,xiè
韱,xiān
韲,jī
韴,zá
韷,lè
韸,péng
韹,huáng
韺,yīng
韻,yùn
韼,péng
韽,ān
韾,yīn
響,xiǎng
頀,hù
頁,yè
頂,dǐng
頃,qǐng
頄,kuí
項,xiàng
順,shùn
頇,hān
須,xū
頉,yí
頊,xū
頋,ě
頌,sòng
頍,kuǐ
頎,qí
怼,duì
恝,jiá
恚,huì
恧,nǜ
恁,nèn
恙,yàng
恣,zì
悫,què
愆,qiān
愍,mǐn
慝,tè
憩,qì
憝,duì
懋,mào
懑,mèn
戆,gàng
肀,yù
聿,yù
沓,dá
泶,xué
淼,miǎo
矶,jī
矸,gān
砀,dàng
砉,huò
砗,chē
砘,dùn
砑,yà
斫,zhuó
砭,biān
砜,fēng
砝,fá
砹,ài
砺,lì
砻,lóng
砟,zhǎ
砼,tóng
砥,dǐ
砬,lá
砣,tuó
砩,fú
硎,xíng
硭,máng
硖,xiá
硗,qiāo
砦,zhài
硐,dòng
硇,náo
硌,gè
硪,wò
碛,qì
碓,duì
碚,bèi
碇,dìng
碜,chěn
碡,dú
碣,jié
碲,dì
碹,xuàn
碥,biǎn
磔,zhé
磙,gǔn
磉,sǎng
磬,qìng
磲,qú
礅,dūn
磴,dèng
礓,jiāng
礤,cǎ
礞,méng
礴,bó
龛,kān
黹,zhǐ
黻,fú
黼,fǔ
盱,xū
眄,miǎn
眍,kōu
盹,dǔn
眇,miǎo
眈,dān
眚,shěng
眢,yuān
眙,yí
眭,suī
眦,zì
眵,chī
眸,móu
睐,lài
睑,jiǎn
睇,dì
睃,suō
睚,yá
睨,nì
頏,háng
預,yù
頑,wán
頒,bān
頓,dùn
頔,dí
頕,dān
頖,pàn
頗,pō
領,lǐng
頙,chè
頚,jǐng
頛,lèi
頜,hé
頝,qiāo
頞,è
頟,é
頠,wěi
頡,xié
頢,kuò
頣,shěn
頤,yí
頥,yí
頦,hái
頧,duǐ
頨,yǔ
頩,pīng
頪,lèi
頫,fǔ
頬,jiá
頭,tóu
頮,huì
頯,kuí
頰,jiá
頱,luō
頲,tǐng
頳,chēng
頴,yǐng
頵,yūn
頶,hú
頷,hàn
頸,jǐng
頹,tuí
頺,tuí
頻,pín
頼,lài
頽,tuí
頾,zī
頿,zī
顀,chuí
顁,dìng
顂,lài
顃,tán
顄,hàn
顅,qiān
顆,kē
顇,cuì
顈,xuǎn
顉,qīn
顊,yí
顋,sāi
題,tí
額,é
顎,è
顏,yán
顐,wèn
顑,kǎn
顒,yóng
顓,zhuān
顔,yán
顕,xiǎn
顖,xìn
顗,yǐ
願,yuàn
顙,sǎng
顚,diān
顛,diān
顜,jiǎng
顝,kuī
類,lèi
顟,láo
顠,piǎo
顡,wài
顢,mán
顣,cù
顤,yáo
顥,hào
顦,qiáo
顧,gù
顨,xùn
顩,yǎn
顪,huì
顫,chàn
顬,rú
顭,méng
顮,bīn
睢,suī
睥,pì
睿,ruì
瞍,sǒu
睽,kuí
瞀,mào
瞌,kē
瞑,míng
瞟,piǎo
瞠,chēng
瞰,kàn
瞵,lín
瞽,gǔ
町,tīng
畀,bì
畎,quǎn
畋,tián
畈,fàn
畛,zhěn
畲,shē
畹,wǎn
疃,tuǎn
罘,fú
罡,gāng
罟,gǔ
詈,lì
罨,yǎn
罴,pí
罱,lǎn
罹,lí
羁,jī
罾,zēng
盍,hé
盥,guàn
蠲,juān
钅,jīn
钆,gá
钇,yǐ
钋,pō
钊,zhāo
钌,liǎo
钍,tǔ
钏,chuàn
钐,shān
钔,mén
钗,chāi
钕,nǚ
钚,bù
钛,tài
钜,jù
钣,bǎn
钤,qián
钫,fāng
钪,kàng
钭,tǒu
钬,huǒ
钯,bǎ
钰,yù
钲,zhēng
钴,gǔ
钶,kē
钷,pǒ
钸,bū
钹,bó
钺,yuè
钼,mù
钽,tǎn
钿,diàn
铄,shuò
铈,shì
铉,xuàn
铊,tā
铋,bì
铌,ní
铍,pī
铎,duó
铐,kào
铑,lǎo
铒,ěr
铕,yǒu
铖,chéng
铗,jiá
铙,náo
铘,yé
铛,dāng
铞,diào
铟,yīn
铠,kǎi
铢,zhū
铤,dìng
铥,diū
铧,huá
铨,quán
铪,hā
顯,xiǎn
顰,pín
顱,lú
顲,lǎn
顳,niè
顴,quán
颋,tǐng
颎,jiǒng
颒,huì
颕,yǐng
颙,yóng
颣,lèi
風,fēng
颩,biāo
颪,guā
颫,fú
颬,xiā
颭,zhǎn
颮,biāo
颯,sà
颰,bá
颱,tái
颲,liè
颳,guā
颴,xuàn
颵,shāo
颶,jù
颷,biāo
颸,sī
颹,wěi
颺,yáng
颻,yáo
颼,sōu
颽,kǎi
颾,sōu
颿,fān
飀,liú
飁,xí
飂,liù
飃,piāo
飄,piāo
飅,liú
飆,biāo
飇,biāo
飈,biāo
飉,liáo
飊,biāo
飋,sè
飌,fēng
飍,xiū
飏,yáng
飐,zhǎn
飔,sī
飖,yáo
飗,liú
飛,fēi
飜,fān
飝,fēi
飠,shí
飡,cān
飢,jī
飣,dìng
飤,sì
飥,tuō
飦,zhān
飩,tún
飪,rèn
飫,yù
飬,juàn
飭,chì
飮,yǐn
飯,fàn
飰,fàn
飱,sūn
飲,yǐn
飳,tǒu
飴,yí
飵,zuò
飶,bì
飷,jiě
飸,tāo
飹,bǎo
飺,cí
飻,tiè
飼,sì
飽,bǎo
飾,shì
飿,duò
餀,hài
餁,rèn
餂,tiǎn
餃,jiǎo
餄,jiá
餅,bǐng
餆,yáo
餇,tóng
铩,shā
铫,diào
铮,zhēng
铯,sè
铳,chòng
铴,tāng
铵,ǎn
铷,rú
铹,láo
铼,lái
铽,tè
铿,kēng
锃,zèng
锂,lǐ
锆,gào
锇,é
锉,cuò
锊,lüè
锍,liǔ
锎,kāi
锏,jiǎn
锒,láng
锓,qǐn
锔,jū
锕,ā
锖,qiāng
锘,nuò
锛,bēn
锝,dé
锞,kè
锟,kūn
锢,gù
锪,huō
锫,péi
锩,juǎn
锬,tán
锱,zī
锲,qiè
锴,kǎi
锶,sī
锷,è
锸,chā
锼,sōu
锾,huán
锿,āi
镂,lòu
锵,qiāng
镄,fèi
镅,méi
镆,mò
镉,gé
镌,juān
镎,ná
镏,liú
镒,yì
镓,jiā
镔,bīn
镖,biāo
镗,tāng
镘,màn
镙,luó
镛,yōng
镞,zú
镟,xuàn
镝,dī
镡,chán
镢,jué
镤,pú
镥,lǔ
镦,duì
镧,lán
镨,pǔ
镩,cuān
镪,qiāng
镫,dèng
镬,huò
镯,zhuó
镱,yì
镲,chǎ
镳,biāo
锺,zhōng
矧,shěn
矬,cuó
雉,zhì
秕,bǐ
秭,zǐ
秣,mò
秫,shú
稆,lǚ
嵇,jī
稃,fū
稂,láng
稞,kē
稔,rěn
餈,cí
餉,xiǎng
養,yǎng
餋,juàn
餌,ěr
餎,le
餏,xī
餑,bō
餒,něi
餓,è
餔,bù
餕,jùn
餖,dòu
餗,sù
餘,yú
餙,shì
餚,yáo
餛,hún
餜,guǒ
餝,shì
餞,jiàn
餟,zhuì
餠,bǐng
餡,xiàn
餢,bù
餣,yè
餤,tán
餥,fēi
餦,zhāng
餧,wèi
館,guǎn
餩,è
餪,nuǎn
餫,yùn
餬,hú
餭,huáng
餯,huì
餰,jiān
餱,hóu
餲,ài
餳,táng
餴,fēn
餵,wèi
餶,gǔ
餷,chā
餸,sòng
餹,táng
餺,bó
餻,gāo
餼,xì
餽,kuì
餾,liù
餿,sōu
饀,táo
饁,yè
饂,wēn
饃,mó
饄,táng
饅,mán
饆,bì
饇,yù
饈,xiū
饉,jǐn
饊,sǎn
饋,kuì
饌,zhuàn
饍,shàn
饎,chì
饏,dàn
饐,yì
饑,jī
饒,ráo
饓,chēng
饖,wèi
饗,xiǎng
饘,zhān
饙,fēn
饚,hài
饛,méng
饜,yàn
饝,mó
饞,chán
饟,xiǎng
饠,luó
饡,zàn
饢,náng
饤,dìng
饦,tuō
饳,duò
饸,hé
饹,le
饻,xī
饾,dòu
馂,jùn
馃,guǒ
馉,gǔ
稹,zhěn
稷,jì
穑,sè
黏,nián
馥,fù
穰,ráng
皈,guī
皎,jiǎo
皓,hào
皙,xī
皤,pó
瓞,dié
瓠,hù
甬,yǒng
鸠,jiū
鸢,yuān
鸨,bǎo
鸩,zhèn
鸪,gū
鸫,dōng
鸬,lú
鸲,qú
鸱,chī
鸶,sī
鸸,ér
鸷,zhì
鸹,guā
鸺,xiū
鸾,luán
鹁,bó
鹂,lí
鹄,gǔ
鹆,yù
鹇,xián
鹈,tí
鹉,wǔ
鹋,miáo
鹌,ān
鹎,bēi
鹑,chún
鹕,hú
鹗,è
鹚,cí
鹛,méi
鹜,wù
鹞,yào
鹣,jiān
鹦,yīng
鹧,zhè
鹨,liù
鹩,liáo
鹪,jiāo
鹫,jiù
鹬,yù
鹱,hù
鹭,lù
鹳,guàn
疒,nè
疔,dīng
疖,jiē
疠,lì
疝,shàn
疬,lì
疣,yóu
疳,gān
疴,kē
疸,dǎn
痄,zhà
疱,pào
疰,zhù
痃,xuán
痂,jiā
痖,yǎ
痍,yí
痣,zhì
痨,láo
痦,wù
痤,cuó
痫,xián
痧,shā
瘃,zhú
痱,fèi
痼,gù
痿,wěi
瘐,yǔ
瘀,yū
瘅,dān
瘌,là
瘗,yì
瘊,hóu
瘥,chài
瘘,lòu
瘕,jiǎ
瘙,sào
馌,yè
馎,bó
馚,fén
馛,bó
馜,nǐ
馝,bì
馞,bó
馟,tú
馠,hān
馡,fēi
馢,jiān
馣,ān
馤,ài
馦,xiān
馧,yūn
馩,fén
馪,pīn
馫,xīn
馬,mǎ
馭,yù
馮,féng
馯,hàn
馰,dí
馱,tuó
馲,zhé
馳,chí
馴,xún
馵,zhù
馶,zhī
馷,pèi
馸,xìn
馹,rì
馺,sà
馻,yǔn
馼,wén
馽,zhí
馾,dàn
馿,lǘ
駀,yóu
駁,bó
駂,bǎo
駃,jué
駄,tuó
駅,yì
駆,qū
駇,wén
駈,qū
駉,jiōng
駊,pǒ
駋,zhāo
駌,yuān
駍,péi
駎,zhòu
駏,jù
駐,zhù
駑,nú
駒,jū
駓,pī
駔,zǎng
駕,jià
駖,líng
駗,zhěn
駘,tái
駙,fù
駚,yǎng
駛,shǐ
駜,bì
駝,tuó
駞,tuó
駟,sì
駠,liú
駡,mà
駢,pián
駣,táo
駤,zhì
駥,róng
駦,téng
駧,dòng
駨,xūn
駩,quān
駪,shēn
駫,jiōng
駬,ěr
駭,hài
駮,bó
駯,zhū
駰,yīn
駱,luò
駲,zhōu
駳,dàn
駴,hài
駵,liú
駶,jú
駷,sǒng
駸,qīn
駹,máng
瘛,chì
瘼,mò
瘢,bān
瘠,jí
癀,huáng
瘭,biāo
瘰,luǒ
瘿,yǐng
瘵,zhài
癃,lóng
瘾,yǐn
瘳,chōu
癍,bān
癞,lài
癔,yì
癜,diàn
癖,pǐ
癫,diān
癯,qú
翊,yì
竦,sǒng
穸,xī
穹,qióng
窀,zhūn
窆,biǎn
窈,yǎo
窕,tiǎo
窦,dòu
窠,kē
窬,yú
窨,xūn
窭,jù
窳,yǔ
衤,yī
衩,chǎ
衲,nà
衽,rèn
衿,jīn
袂,mèi
袢,pàn
裆,dāng
袷,jiá
袼,gē
裉,kèn
裢,lián
裎,chéng
裣,liǎn
裥,jiǎn
裱,biǎo
褚,chǔ
裼,tì
裨,bì
裾,jū
裰,duō
褡,dā
褙,bèi
褓,bǎo
褛,lǚ
褊,biǎn
褴,lán
褫,chǐ
褶,zhě
襁,qiǎng
襦,rú
襻,pàn
疋,pǐ
胥,xū
皲,jūn
皴,cūn
矜,jīn
耒,lěi
耔,zǐ
耖,chào
耜,sì
耠,huō
耢,lào
耥,tāng
耦,ǒu
耧,lóu
耩,jiǎng
耨,nòu
耱,mò
耋,dié
耵,dīng
聃,dān
聆,líng
聍,níng
聒,guā
聩,kuì
聱,áo
覃,tán
顸,hān
颀,qí
颃,háng
駺,láng
駻,hàn
駼,tú
駽,xuān
駾,tuì
駿,jùn
騀,ě
騁,chěng
騂,xīng
騃,ái
騄,lù
騅,zhuī
騆,zhōu
騇,shè
騈,pián
騉,kūn
騊,táo
騋,lái
騌,zōng
騍,kè
騎,qí
騏,qí
騐,yàn
騑,fēi
騒,sāo
験,yàn
騔,gé
騕,yǎo
騖,wù
騗,piàn
騘,cōng
騙,piàn
騚,qián
騛,fēi
騜,huáng
騝,qián
騞,huō
騟,yú
騠,tí
騡,quán
騢,xiá
騣,zōng
騤,kuí
騥,róu
騦,sī
騧,guā
騨,tuó
騩,guī
騪,sōu
騫,qiān
騬,chéng
騭,zhì
騮,liú
騯,péng
騰,téng
騱,xí
騲,cǎo
騳,dú
騴,yàn
騵,yuán
騶,zōu
騷,sāo
騸,shàn
騹,qí
騺,zhì
騻,shuāng
騼,lù
騽,xí
騾,luó
騿,zhāng
驀,mò
驁,ào
驂,cān
驃,biāo
驄,cōng
驅,qū
驆,bì
驇,zhì
驈,yù
驉,xū
驊,huá
驋,bō
驌,sù
驍,xiāo
驎,lín
驏,zhàn
驐,dūn
驑,liú
驒,tuó
驓,céng
驔,diàn
驕,jiāo
驖,tiě
驗,yàn
驘,luó
驙,zhān
颉,jié
颌,hé
颍,yǐng
颏,kē
颔,hàn
颚,è
颛,zhuān
颞,niè
颟,mān
颡,sǎng
颢,hào
颥,rú
颦,pín
虍,hū
虔,qián
虬,qiú
虮,jǐ
虿,chài
虺,huī
虼,gè
虻,méng
蚨,fú
蚍,pí
蚋,ruì
蚬,xiǎn
蚝,háo
蚧,jiè
蚣,gōng
蚪,dǒu
蚓,yǐn
蚩,chī
蚶,hān
蛄,gū
蚵,hé
蛎,lì
蚰,yóu
蚺,rán
蚱,zhà
蚯,qiū
蛉,líng
蛏,chēng
蚴,yòu
蛩,qióng
蛱,jiá
蛲,náo
蛭,zhì
蛳,sī
蛐,qū
蜓,tíng
蛞,kuò
蛴,qí
蛟,jiāo
蛘,yáng
蛑,móu
蜃,shèn
蜇,zhē
蛸,shāo
蜈,wú
蜊,lí
蜍,chú
蜉,fú
蜣,qiāng
蜻,qīng
蜞,qí
蜥,xī
蜮,yù
蜚,fēi
蜾,guǒ
蝈,guō
蜴,yì
蜱,pí
蜩,tiáo
蜷,quán
蜿,wān
螂,láng
蜢,měng
蝽,chūn
蝾,róng
蝻,nǎn
蝠,fú
蝰,kuí
蝌,kē
蝮,fù
螋,sōu
蝓,yú
蝣,yóu
蝼,lóu
蝤,qiú
蝙,biān
蝥,máo
螓,qín
螯,áo
螨,mǎn
蟒,mǎng
驚,jīng
驛,yì
驜,yè
驝,tuō
驞,pīn
驟,zhòu
驠,yàn
驡,lóng
驢,lǘ
驣,téng
驤,xiāng
驥,jì
驦,shuāng
驧,jú
驨,xí
驩,huān
驪,lí
驫,biāo
驲,rì
骃,yīn
骉,biāo
骍,xīng
骎,qīn
骔,zōng
骕,sù
骙,kuí
骦,shuāng
骩,wěi
骪,wěi
骫,wěi
骬,yú
骭,gàn
骮,yì
骯,āng
骲,bào
骳,bèi
骴,cī
骵,tǐ
骹,qiāo
骻,kuà
骽,tuǐ
骾,gěng
骿,pián
髃,yú
髄,suǐ
髆,bó
髇,xiāo
髈,bǎng
髉,bó
髊,cī
髍,mó
髎,liáo
髏,lóu
髐,xiāo
髒,zāng
體,tǐ
髕,bìn
髖,kuān
髗,lú
髙,gāo
髚,qiào
髛,kāo
髜,qiǎo
髝,láo
髞,sào
髠,kūn
髢,dí
髣,fǎng
髤,xiū
髥,rán
髧,dàn
髨,kūn
髩,bìn
髪,fà
髬,pī
髮,fà
髰,tì
髱,bào
髲,bì
髳,máo
髴,fú
髵,ér
髶,róng
髷,qū
髸,gōng
髺,kuò
髼,péng
髽,zhuā
髾,shāo
髿,suō
鬀,tì
鬁,lì
鬂,bìn
鬄,dí
鬅,péng
鬆,sōng
蟆,má
螈,yuán
螅,xī
螭,chī
螗,táng
螃,páng
螫,shì
蟥,huáng
螬,cáo
螵,piāo
螳,táng
蟋,xī
蟓,xiàng
螽,zhōng
蟑,zhāng
蟀,shuài
蟊,máo
蟛,péng
蟪,huì
蟠,pán
蟮,shàn
蠖,huò
蠓,měng
蟾,chán
蠊,lián
蠛,miè
蠡,lí
蠹,dù
蠼,qú
缶,fǒu
罂,yīng
罄,qìng
罅,xià
舐,shì
竺,zhú
竽,yú
笈,jí
笃,dǔ
笄,jī
笕,jiǎn
笊,zhào
笫,zǐ
笏,hù
筇,qióng
笸,pǒ
笪,dá
笙,shēng
笮,zé
笱,gǒu
笠,lì
笥,sì
笤,tiáo
笳,jiā
笾,biān
笞,chī
筘,kòu
筚,bì
筅,xiǎn
筵,yán
筌,quán
筝,zhēng
筠,yún
筮,shì
筻,gàng
筢,pá
筲,shāo
筱,xiǎo
箐,qìng
箦,zé
箧,qiè
箸,zhù
箬,ruò
箝,qián
箨,tuò
箅,bì
箪,dān
箜,kōng
箢,yuān
箫,xiāo
箴,zhēn
篑,kuì
篁,huáng
篌,hóu
篝,gōu
篚,fěi
篥,lì
篦,bì
篪,chí
簌,sù
篾,miè
篼,dōu
簏,lù
簖,duàn
簋,guǐ
鬇,zhēng
鬉,zōng
鬊,shùn
鬋,jiǎn
鬌,tuǒ
鬍,hú
鬎,là
鬐,qí
鬑,lián
鬒,zhěn
鬔,péng
鬕,mà
鬖,sān
鬗,mán
鬘,mán
鬙,sēng
鬚,xū
鬛,liè
鬜,qiān
鬝,qiān
鬞,náng
鬠,kuò
鬡,níng
鬢,bìn
鬤,ráng
鬥,dòu
鬦,dòu
鬧,nào
鬨,hòng
鬩,xì
鬪,dòu
鬫,hǎn
鬬,dòu
鬭,dòu
鬮,jiū
鬰,yù
鬱,yù
鬳,yàn
鬴,fǔ
鬵,qín
鬶,guī
鬷,zōng
鬸,liù
鬹,guī
鬺,shāng
鬽,mèi
鬾,jì
鬿,qí
魀,gà
魆,xū
魊,yù
魋,tuí
魌,qī
魎,liǎng
魐,gān
魒,piāo
魓,bì
魕,jǐ
魖,xū
魗,chǒu
魘,yǎn
魙,zhān
魚,yú
魛,dāo
魜,rén
魝,jié
魞,bā
魟,hóng
魠,tuō
魡,diào
魢,jǐ
魣,xù
魤,é
魥,è
魦,shā
魧,háng
魨,tún
魩,mò
魪,jiè
魫,shěn
魬,bǎn
魭,yuán
魮,pí
魯,lǔ
魰,wén
魱,hú
魲,lú
魳,zā
魴,fáng
魵,fén
魶,nà
魷,yóu
魸,piàn
魹,mó
魺,hé
魻,xiá
簟,diàn
簪,zān
簦,dēng
簸,bǒ
籁,lài
籀,zhòu
臾,yú
舁,yú
舂,chōng
舄,xì
臬,niè
衄,nǜ
舡,chuán
舢,shān
舣,yǐ
舭,bǐ
舯,zhōng
舨,bǎn
舫,fǎng
舸,gě
舻,lú
舳,zhú
舴,zé
舾,xī
艄,shāo
艉,wěi
艋,měng
艏,shǒu
艚,cáo
艟,chōng
艨,méng
衾,qīn
袅,niǎo
袈,jiā
裘,qiú
裟,shā
襞,bì
羝,dī
羟,qiǎng
羧,suō
羯,jié
羰,tāng
羲,xī
籼,xiān
敉,mǐ
粑,bā
粝,lì
粜,tiào
粞,xī
粢,zī
粲,càn
粼,lín
粽,zòng
糁,sǎn
糇,hóu
糌,zān
糍,cí
糈,xǔ
糅,róu
糗,qiǔ
糨,jiàng
艮,gěn
暨,jì
羿,yì
翎,líng
翕,xī
翥,zhù
翡,fěi
翦,jiǎn
翩,piān
翮,hé
翳,yì
糸,mì
絷,zhí
綦,qí
綮,qǐ
繇,yáo
纛,dào
麸,fū
麴,qū
赳,jiū
趄,jū
趔,liè
趑,zī
趱,zǎn
赧,nǎn
赭,zhě
豇,jiāng
豉,shì
酊,dīng
酐,gān
酎,zhòu
酏,yǐ
酤,gū
魼,qū
魽,hán
魾,pī
魿,líng
鮀,tuó
鮁,bō
鮂,qiú
鮃,píng
鮄,fú
鮅,bì
鮆,cǐ
鮇,wèi
鮈,jū
鮉,diāo
鮊,bà
鮋,yóu
鮌,gǔn
鮍,pī
鮎,nián
鮏,xīng
鮐,tái
鮑,bào
鮒,fù
